phase,amplitude
0.3265027665,0.8613061722
0.2829386285,1.127593043
0.8127956372,0.9225234177
0.7138128942,1.03882504
0.1826403495,0.8111083202
0.1046239715,1.053232061
0.5105795553,0.8966029879
0.8910289761,1.16777521
0.4859550064,0.9822429381
0.4490074692,1.155817891
0.9162570704,0.9945057042
0.5473783119,1.066851525
0.07954464294,0.8828739326
0.1262845863,1.025002442
0.7193886219,0.8246247031
0.8692467604,1.139756162
0.2772675259,0.9104691219
0.3632814959,1.075244091
0.7714530015,0.8748358112
0.6399364024,1.189588875
0.2331415871,0.9602835007
0.06112746242,1.105656041
0.5932002738,0.9443133127
0.9431891302,1.017086402
0.4102956206,0.8330904759
0.418951828,1.09134018
0.9501586454,0.8589342199
0.5842698924,1.179717564
0.05443213601,0.9699586984
0.2261718409,1.115310638
0.631279964,0.9344641261
0.7781485738,1.001158109
0.3722121231,0.8492147949
0.2683457276,1.165502292
0.8625447582,0.9846252855
0.7280362463,1.050940826
0.1332607772,0.898979225
0.08624689095,1.04112986
0.5563003561,0.8086934056
0.9092806485,1.129903971
0.4403596139,0.9201268189
0.49290103,1.143713597
0.8997072298,0.906597463
0.5038466705,1.028978182
0.09573256411,0.8207591426
0.1739623267,1.062911112
0.7068671016,0.8867294259
0.8216867987,1.151871381
0.2896712674,0.9983428936
0.3197765574,1.013114948
0.7876142198,0.836951549
0.6838108897,1.101690695
0.21661082,0.9481927015
0.01359420363,1.193539874
0.6055773124,0.9564420264
0.9908477971,1.079176772
0.3977931738,0.8709882267
0.3813781058,1.186852601
0.9760138597,0.9630312588
0.6228507599,1.098267704
0.02756978385,0.8517992668
0.1993402448,1.006523049
0.6698305523,0.8436422583
0.8040340673,1.120883092
0.3346076449,0.9290991031
0.3059671931,1.056318092
0.8366418006,0.893418967
0.6894687898,1.171062657
0.1601097183,0.979248127
0.1131261112,1.137026729
0.5177021436,0.9131870531
0.8834084468,1.048069518
0.4779508002,0.8015705403
0.4562883675,1.034538553
0.9246009002,0.81538199
0.5395133421,1.149090857
0.07178487722,0.9010371991
0.150044919,1.158811034
0.7425030172,0.9912200224
0.846611225,1.070033876
0.2530283257,0.8797896661
0.3564064456,1.108618212
0.7627033237,0.9410577424
0.6481881468,1.020249991
0.2405145783,0.8300241154
0.03752871789,1.084749231
0.5699242903,0.8656232096
0.9659671802,1.198904807
0.434392306,0.9508694839
0.4363201549,1.199946163
0.9680076223,0.9503282886
0.5678781336,1.08519854
0.03560659848,0.8644777603
0.2385963183,1.019229115
0.6461382201,0.8305456888
0.7647475358,1.108201591
0.3583304351,0.9421713628
0.2509850301,1.069396306
0.844688152,0.8807312138
0.7444203757,1.157959847
0.1520939441,0.9919601601
0.07383004297,1.14971138
0.5414344706,0.9001118399
0.9226740571,1.035360486
0.4542489313,0.814670248
0.4799196199,1.047607615
0.885283866,0.8027033951
0.5158515126,1.135997205
0.1111324886,0.9137400798
0.1581122661,1.171492636
0.6876219586,0.978147864
0.83851342,1.057327899
0.3079398423,0.892886325
0.3327350793,1.121720933
0.8020604718,0.9283456199
0.6718289359,1.007171675
0.2011880074,0.8427117672
0.02942137606,1.097458353
0.6248453436,0.8525235914
0.9740440641,1.186220258
0.3795017106,0.9639447983
0.3958014809,1.078271083
0.988995281,0.8716128267
0.6074508168,1.19281118
0.01556492317,0.9572558295
0.218585399,1.102629025
0.6856806241,0.9475363202
0.7857654737,1.013864074
0.3177810051,0.8361181717
0.2915209299,1.152399607
0.8236832675,0.9973373961
0.7048916211,1.064019177
0.1720916908,0.8862915613
0.09385806881,1.02842075
0.50187496,0.8217929881
0.9016999286,1.142588533
0.4947545519,0.9070514686
0.4384394092,1.130620071
0.9072325919,0.9193004213
0.5583388684,1.042047381
0.08817662485,0.8080806371
0.1351866815,1.050205057
0.7300785584,0.8998259597
0.8604929019,1.164552894
0.2664293526,0.9852705982
0.3742630333,1.000036698
0.7800640026,0.849639314
0.629354991,1.11479347
0.2241304601,0.9354806803
0.05239458475,1.180855211
0.5823411196,0.9695172753
0.952077874,1.091885792
0.4209989086,0.8578885548
0.4123512916,1.016142703
0.9451016905,0.8337293275
0.5912629254,1.104913763
0.05909659434,0.9451657932
0.2311068894,1.190512095
0.6380028538,0.959664271
0.7733617621,1.075953681
0.3653409965,0.8740151595
0.2753597414,1.140296076
0.8671882357,0.9094299179
0.7214223584,1.026146597
0.1282171737,0.8241775341
0.08148106001,1.066328658
0.5494082486,0.883896948
0.9142023455,1.154702989
0.4470958551,0.9949244775
0.4878151966,1.168530082
0.8930130843,0.9814030521
0.5086011617,1.054163929
0.1027580518,0.8959523048
0.1807782892,1.038102093
0.7118307305,0.8119156145
0.8147835154,1.126680892
0.2847949592,0.923153716
0.3245138824,1.087922623
0.7946568737,0.8617666867
0.6787345931,1.176885944
0.2099071378,0.9733771019
0.006673754193,1.118728172
0.6007181704,0.9316316839
0.9976732964,1.003989705
0.402747266,0.8457964145
0.3884015819,1.112036533
0.9807699155,0.9382260393
0.616158626,1.023082373
0.02248238586,0.8266064741
0.194461925,1.081330935
0.6629288336,0.8684548896
0.8089997079,1.196072448
0.3414220428,0.9542871006
0.2992617078,1.031511525
0.831567754,0.8186049856
0.6965132467,1.145868517
0.1648447933,0.9040648829
0.1180784004,1.161838038
0.524529893,0.9879970498
0.8785511078,1.073256193
0.4710281007,0.8767620068
0.460951291,1.059736377
0.9315959746,0.8905872758
0.534457922,1.173895004
0.06518229935,0.9758304976
0.1431722576,1.133608421
0.7377182469,0.9160187688
0.8533356497,1.045237147
0.2579613328,0.8049881928
0.3513605623,1.183825608
0.7560912091,0.9662542425
0.6528339041,1.095045399
0.2475268189,0.8548269387
0.04426267929,1.009550064
0.5748477606,0.84041925
0.9590773527,1.12410542
0.4296247019,0.926071408
0.4236611715,1.064699791
0.953262059,0.885415969
0.5728734499,1.150156636
0.04239082895,0.9997760128
0.2454074901,1.141902054
0.6511070719,0.9079337843
0.750028437,1.030670063
0.3456445104,0.8193488877
0.2637814023,1.192130281
0.8592963265,0.9581315171
0.7395929657,1.080513767
0.1451418074,0.8691743053
0.06691200007,1.014550458
0.5365724899,0.8352361422
0.9373168023,1.100379617
0.4670112096,0.9499807067
0.4730778113,1.113911726
0.8804677213,0.9361673497
0.5304181427,1.002481371
0.1238488117,0.8473901924
0.1708626831,1.092761957
0.702154018,0.857208132
0.833731846,1.178417167
0.3010639399,0.9717604365
0.3395006536,1.04292922
0.8069528509,0.8073936816
0.6571555538,1.128175493
0.1885784362,0.9215492569
0.01683874615,1.163677016
0.6101454971,0.9859509256
0.9789629076,1.052643388
0.3862403436,0.8975827031
0.4007051848,1.157084159
0.9957490535,0.9926410597
0.5948222913,1.071834827
0.000910972245,0.8784885295
0.2038968774,1.036242516
0.6730861925,0.8139838647
0.7924851524,1.147266994
0.3227192797,0.9023612477
0.2867239779,1.086074132
0.816822743,0.8637971468
0.717596381,1.197507546
0.1866694074,0.9525712591
0.1084093209,1.107319275
0.5146066612,0.9428578414
0.8948124629,1.021673216
0.4899840644,0.8282963764
0.4530364973,1.007858631
0.9200405274,0.8418299284
0.5514054475,1.119472098
0.08333002217,0.9307901971
0.1303136144,1.185539931
0.7231720788,0.9648206767
0.8732738961,1.099701609
0.2810529051,0.8500852607
0.3594980389,1.135310536
0.7674239734,0.9146218233
0.6361510232,1.049856737
0.2291144514,0.8002587225
0.05734400544,1.058008321
0.5891712457,0.8920101605
0.9394037509,1.169249475
0.4062684849,0.9805859085
0.4151683562,1.144992591
0.9461296024,0.9047451627
0.5804845281,1.033949808
0.05040501524,0.8163616814
0.222388369,1.074137984
0.627250921,0.8760750037
0.7743632095,1.159393413
0.3681850024,0.9902458377
0.2723747706,1.023958585
0.8663282301,0.825926099
0.732063367,1.109598536
0.1370461415,0.9404692482
0.09027593397,1.195190752
0.5600838279,0.9549738176
0.9133077692,1.083775656
0.4441449782,0.8662058156
0.4966864241,1.09573183
0.9037343804,0.8539449569
0.5076301126,1.181576248
0.09976157732,0.9686986767
0.1777477209,1.123424568
0.7108942522,0.9269471433
0.8254702408,1.011792796
0.2937002806,0.8379807763
0.3157494068,1.173208477
0.7838288257,0.9767127655
0.6797818765,1.061985641
0.212827378,0.8881431278
0.009567053057,1.045917713
0.6017919183,0.8041125529
0.9868187839,1.131365403
0.3940097317,0.9184573378
0.3775927266,1.026826973
0.9719867241,0.823301322
0.6190673029,1.138052867
0.02354075573,0.9118679147
0.1955548655,1.154016272
0.6658034166,0.9958061732
0.8002506103,1.068577732
0.3305786168,0.8814522278
0.3099943288,1.104233484
0.8404271798,0.9460417192
0.693497818,1.018386007
0.1638931753,0.8312910445
0.1171532469,1.076640685
0.5214875229,0.8731333684
0.8874374749,1.188263307
0.4817342572,0.9621088959
0.4600718543,1.176003676
0.9286299581,0.9740636282
0.5432986915,1.090366771
0.07581198309,0.8595174219
0.1538284058,1.004865345
0.7465320751,0.8451158486
0.8503965745,1.116289603
0.2570554316,0.9338747021
0.3523773877,1.055045911
0.758919837,0.8952658739
0.6441610409,1.166085648
0.2367292289,0.9836524121
0.03349965997,1.125805157
0.5661408035,0.9238345679
0.9619400743,1.040540566
0.4306069566,0.8096728824
